"s01_rs3","s02_rs3","s03_rs5","s04_rl3","s05_rl3","s06_rl5","s07_dl3","s08_dl3","s09_dl5"
NA,NA,NA,745,681,715,671,708,696
NA,NA,NA,686,695,706,700,685,697
NA,NA,NA,693,678,688,687,677,699
NA,NA,NA,677,696,718,711,694,689
NA,NA,NA,676,710,697,685,682,731
NA,NA,NA,688,706,696,691,686,697
NA,NA,NA,697,673,711,689,674,706
NA,NA,NA,749,709,725,680,692,707
NA,NA,NA,693,680,691,717,700,705
NA,NA,NA,690,687,700,712,674,726
NA,NA,NA,692,708,712,702,690,717
NA,NA,NA,700,689,700,708,761,693
NA,NA,NA,674,688,707,689,682,684
NA,NA,NA,677,690,700,682,694,703
NA,NA,NA,730,692,706,710,690,691
NA,NA,NA,693,707,697,689,696,696
NA,NA,NA,703,697,704,678,696,688
NA,NA,NA,701,686,701,690,685,707
NA,NA,NA,674,698,694,711,694,704
NA,NA,NA,678,698,696,684,681,713
NA,NA,NA,706,736,701,686,699,690
NA,NA,NA,704,698,712,686,701,683
NA,NA,NA,536,677,712,702,700,697
NA,NA,NA,698,694,711,689,736,691
NA,NA,NA,690,684,709,700,699,680
NA,NA,NA,682,680,708,700,676,694
NA,NA,NA,719,692,711,699,692,698
NA,NA,NA,742,679,707,694,689,703
NA,NA,NA,677,719,704,696,509,733
NA,NA,NA,717,721,714,680,681,693
NA,NA,NA,694,681,690,712,683,702
NA,NA,NA,697,757,689,703,680,723
NA,NA,NA,685,703,700,745,696,710
NA,NA,NA,680,680,703,706,687,696
NA,NA,NA,677,697,698,686,681,695
NA,NA,NA,689,682,691,687,687,688
NA,NA,NA,714,684,691,681,679,490
NA,NA,NA,714,703,707,675,682,701
NA,NA,NA,688,689,717,676,730,702
NA,NA,NA,694,700,711,707,689,696
NA,NA,NA,685,686,702,683,705,691
NA,NA,NA,692,710,708,709,681,709
NA,NA,NA,687,701,701,705,678,707
NA,NA,NA,682,703,715,691,691,691
NA,NA,NA,682,681,705,685,694,713
NA,NA,NA,692,687,708,702,700,699
NA,NA,NA,690,689,708,689,706,709
NA,NA,NA,716,704,687,708,678,694
NA,NA,NA,676,684,691,702,691,698
NA,NA,NA,679,711,703,710,694,696
NA,NA,NA,688,703,705,698,696,690
NA,NA,NA,686,709,720,700,693,709
NA,NA,NA,685,699,715,692,702,687
NA,NA,NA,683,697,696,693,688,704
NA,NA,NA,683,688,714,702,693,722
NA,NA,NA,708,684,699,681,685,703
NA,NA,NA,680,696,744,684,686,712
NA,NA,NA,682,700,701,678,756,702
NA,NA,NA,681,713,696,702,694,691
NA,NA,NA,691,785,692,686,695,698
NA,NA,NA,794,708,706,680,694,703
NA,NA,NA,682,679,701,690,716,709
NA,NA,NA,681,774,687,697,692,694
NA,NA,NA,680,728,707,703,692,694
NA,NA,NA,687,691,698,691,674,693
NA,NA,NA,681,696,695,702,685,713
NA,NA,NA,690,707,707,698,696,707
NA,NA,NA,684,702,691,703,674,708
NA,NA,NA,683,718,689,691,700,695
NA,NA,NA,701,696,699,685,690,723
NA,NA,NA,686,693,725,680,683,708
NA,NA,NA,687,686,706,685,700,694
NA,NA,NA,689,716,698,687,686,698
NA,NA,NA,683,681,683,682,690,720
NA,NA,NA,680,681,692,685,681,696
NA,NA,NA,675,684,691,682,675,705
NA,NA,NA,684,696,711,706,697,686
NA,NA,NA,700,590,703,676,687,692
NA,NA,NA,672,692,691,692,687,713
NA,NA,NA,703,705,702,692,712,697
NA,NA,NA,751,709,714,686,694,697
NA,NA,NA,685,706,691,686,697,703
NA,NA,NA,719,714,705,703,682,589
NA,NA,NA,709,680,697,684,693,709
NA,NA,NA,682,684,709,687,703,701
NA,NA,NA,690,700,708,701,704,700
NA,NA,NA,696,690,700,681,675,714
NA,NA,NA,685,695,699,682,677,686
NA,NA,NA,698,706,691,711,692,721
NA,NA,NA,684,702,695,699,698,489
NA,NA,NA,682,679,691,693,691,701
NA,NA,NA,581,692,491,700,687,690
NA,NA,NA,706,687,688,706,691,691
NA,NA,NA,692,709,706,709,689,701
NA,NA,NA,684,733,696,700,729,711
NA,NA,NA,676,716,706,766,697,703
NA,NA,NA,697,685,711,699,683,717
NA,NA,NA,702,675,711,688,686,728
NA,NA,NA,712,685,690,698,681,702
NA,NA,NA,687,677,690,693,677,683
NA,NA,NA,683,699,729,681,695,786
NA,NA,NA,675,682,718,697,688,711
NA,NA,NA,687,700,705,699,678,704
NA,NA,NA,696,688,681,682,722,710
NA,NA,NA,692,693,716,695,683,708
NA,NA,NA,682,683,711,708,679,697
NA,NA,NA,674,680,707,723,698,700
NA,NA,NA,688,686,694,687,674,696
NA,NA,NA,679,682,691,696,685,706
NA,NA,NA,691,686,700,689,674,700
NA,NA,NA,695,680,703,833,711,708
NA,NA,NA,688,701,704,706,724,704
NA,NA,NA,681,698,698,699,698,700
NA,NA,NA,708,700,686,814,676,688
NA,NA,NA,691,699,688,700,686,700
NA,NA,NA,681,685,698,694,701,709
NA,NA,NA,690,719,712,682,673,697
NA,NA,NA,734,733,706,709,701,691
NA,NA,NA,693,692,708,707,678,711
NA,NA,NA,697,702,719,695,697,686
NA,NA,NA,680,702,720,697,682,686
NA,NA,NA,686,697,708,705,686,709
NA,NA,NA,699,691,709,695,702,706
NA,NA,NA,680,690,694,702,690,703
NA,NA,NA,713,705,707,717,677,710
NA,NA,NA,696,696,699,674,684,718
NA,NA,NA,759,698,700,694,688,686
NA,NA,NA,692,678,703,677,672,694
NA,NA,NA,695,694,694,695,678,704
NA,NA,NA,685,695,697,690,683,712
NA,NA,NA,693,688,719,697,676,697
NA,NA,NA,694,692,710,691,680,694
NA,NA,NA,689,688,849,799,694,687
NA,NA,NA,696,685,716,708,682,703
NA,NA,NA,677,696,701,685,675,692
NA,NA,NA,694,688,708,683,682,700
NA,NA,NA,704,703,708,713,676,702
NA,NA,NA,703,707,707,692,675,700
NA,NA,NA,699,704,709,722,688,698
NA,NA,NA,701,731,703,682,674,696
NA,NA,NA,692,684,709,698,705,707
NA,NA,NA,690,695,722,681,678,689
NA,NA,NA,680,685,714,675,687,707
NA,NA,NA,682,703,687,691,698,717
NA,NA,NA,682,688,728,687,696,724
NA,NA,NA,708,703,710,707,673,697
NA,NA,NA,702,692,908,685,698,690
NA,NA,NA,700,692,728,713,701,724
NA,NA,NA,687,685,703,679,700,699
NA,NA,NA,692,681,698,680,677,705
NA,NA,NA,678,693,720,683,697,701
NA,NA,NA,693,687,694,696,683,708
NA,NA,NA,702,764,718,682,680,697
NA,NA,NA,703,705,712,715,685,693
NA,NA,NA,681,709,706,688,685,707
NA,NA,NA,705,696,698,683,687,711
NA,NA,NA,681,676,712,712,678,713
NA,NA,NA,688,681,712,698,696,709
NA,NA,NA,702,697,706,687,706,693
NA,NA,NA,677,705,702,724,693,702
NA,NA,NA,694,681,710,696,708,688
NA,NA,NA,725,689,699,689,690,702
NA,NA,NA,676,693,711,698,683,688
NA,NA,NA,695,711,690,678,674,698
NA,NA,NA,705,788,696,677,715,706
NA,NA,NA,767,691,712,684,703,703
NA,NA,NA,689,710,711,681,692,694
NA,NA,NA,696,688,710,688,690,706
NA,NA,NA,702,711,687,691,686,715
NA,NA,NA,692,698,699,701,690,693
NA,NA,NA,685,705,707,699,695,757
NA,NA,NA,680,705,697,706,693,718
NA,NA,NA,689,690,710,686,691,704
NA,NA,NA,674,689,692,703,692,698
NA,NA,NA,680,785,714,695,671,703
NA,NA,NA,687,699,698,696,674,764
NA,NA,NA,681,695,700,679,693,701
NA,NA,NA,687,697,712,687,698,745
NA,NA,NA,707,737,700,694,694,706
NA,NA,NA,685,686,697,680,681,699
NA,NA,NA,722,718,706,729,698,699
NA,NA,NA,677,716,706,683,683,493
NA,NA,NA,684,683,696,697,685,693
NA,NA,NA,678,687,706,711,692,698
NA,NA,NA,701,686,696,690,679,697
NA,NA,NA,675,733,700,687,679,704
NA,NA,NA,706,683,693,688,674,705
NA,NA,NA,683,690,686,700,683,705
NA,NA,NA,676,682,787,687,675,706
NA,NA,NA,703,686,697,680,682,707
NA,NA,NA,705,695,688,690,684,707
NA,NA,NA,691,695,712,698,687,695
NA,NA,NA,672,701,705,754,697,701
NA,NA,NA,701,701,712,702,701,724
NA,NA,NA,693,714,692,737,689,699
NA,NA,NA,695,684,706,704,699,701
NA,NA,NA,685,695,724,680,703,497
NA,NA,NA,709,677,694,693,681,708
NA,NA,NA,687,678,697,720,692,713
NA,NA,NA,694,674,713,700,686,719
NA,NA,NA,695,679,714,687,684,707
NA,NA,NA,690,718,723,677,687,704
NA,NA,NA,711,698,704,725,687,701
NA,NA,NA,700,693,706,681,714,711
NA,NA,NA,701,715,706,684,676,696
NA,NA,NA,678,709,711,701,691,693
NA,NA,NA,697,686,704,681,685,695
NA,NA,NA,705,697,696,703,683,715
NA,NA,NA,701,685,702,703,694,691
NA,NA,NA,678,691,701,698,693,716
NA,NA,NA,703,700,714,698,673,694
NA,NA,NA,695,694,688,687,708,694
NA,NA,NA,699,691,759,698,688,693
NA,NA,NA,677,680,710,686,689,700
NA,NA,NA,675,681,683,698,684,695
NA,NA,NA,705,686,701,694,675,706
NA,NA,NA,689,685,713,695,678,695
NA,NA,NA,689,681,715,684,686,710
NA,NA,NA,740,693,717,693,681,704
NA,NA,NA,691,686,703,707,682,694
NA,NA,NA,706,690,704,678,694,713
NA,NA,NA,679,703,751,702,693,700
NA,NA,NA,706,685,695,693,687,686
NA,NA,NA,684,690,719,683,684,708
NA,NA,NA,680,690,704,696,735,700
NA,NA,NA,723,682,696,675,712,701
NA,NA,NA,714,688,707,683,693,690
NA,NA,NA,694,680,700,700,684,490
NA,NA,NA,680,692,704,694,673,697
NA,NA,NA,688,721,691,693,698,702
NA,NA,NA,678,696,707,715,676,689
NA,NA,NA,714,688,693,685,683,693
NA,NA,NA,712,681,694,700,702,728
NA,NA,NA,700,690,696,714,706,678
NA,NA,NA,692,701,693,677,700,692
NA,NA,NA,702,700,693,698,691,709
NA,NA,NA,689,680,708,699,684,695
NA,NA,NA,709,677,705,695,698,700
NA,NA,NA,678,709,694,684,704,700
NA,NA,NA,706,685,709,735,681,711
NA,NA,NA,701,704,728,682,683,709
NA,NA,NA,689,698,689,708,681,692
NA,NA,NA,693,708,707,676,687,690
NA,NA,NA,679,706,691,738,684,703
NA,NA,NA,680,688,706,702,668,694
NA,NA,NA,697,689,711,694,705,704
NA,NA,NA,686,700,716,685,706,706
NA,NA,NA,681,683,684,680,692,701
NA,NA,NA,690,687,692,689,677,686
NA,NA,NA,689,697,711,681,676,703
NA,NA,NA,679,702,704,680,675,723
NA,NA,NA,683,691,697,702,695,697
NA,NA,NA,697,592,729,682,680,691
NA,NA,NA,691,679,727,686,693,688
NA,NA,NA,688,681,714,688,683,704
NA,NA,NA,689,684,713,690,679,690
NA,NA,NA,676,721,692,710,699,712
NA,NA,NA,695,682,701,700,697,720
NA,NA,NA,791,694,706,698,700,704
NA,NA,NA,684,715,697,690,681,707
NA,NA,NA,696,734,719,709,685,685
NA,NA,NA,703,682,696,707,698,697
NA,NA,NA,675,700,693,680,707,712
NA,NA,NA,684,727,712,695,679,686
NA,NA,NA,680,714,730,706,688,703
NA,NA,NA,688,700,693,690,675,703
NA,NA,NA,680,697,698,706,683,691
NA,NA,NA,680,703,705,677,688,694
NA,NA,NA,688,714,716,697,674,773
NA,NA,NA,677,701,709,708,689,709
NA,NA,NA,704,694,702,709,681,726
NA,NA,NA,676,688,709,690,682,709
NA,NA,NA,704,691,706,681,690,708
NA,NA,NA,692,692,711,683,690,695
NA,NA,NA,687,683,712,692,693,794
NA,NA,NA,689,705,712,690,693,704
NA,NA,NA,679,695,694,697,691,724
NA,NA,NA,686,702,692,693,694,693
NA,NA,NA,703,706,707,719,684,693
NA,NA,NA,696,689,701,697,684,702
NA,NA,NA,681,710,689,704,680,712
NA,NA,NA,686,696,695,682,682,713
NA,NA,NA,676,680,709,683,677,698
NA,NA,NA,674,690,711,716,683,709
NA,NA,NA,722,689,700,696,713,686
NA,NA,NA,682,693,699,674,682,710
NA,NA,NA,703,681,692,699,689,691
NA,NA,NA,685,685,701,678,688,698
NA,NA,NA,685,678,693,693,680,708
NA,NA,NA,740,677,710,682,685,705
NA,NA,NA,687,702,717,714,680,697
NA,NA,NA,695,685,709,709,704,715
NA,NA,NA,705,699,694,691,686,713
NA,NA,NA,697,709,704,679,693,701
NA,NA,NA,685,684,701,690,684,695
NA,NA,NA,695,686,705,678,684,703
NA,NA,NA,689,694,741,692,685,706
NA,NA,NA,695,706,681,679,696,696
NA,NA,NA,674,704,697,691,692,704
NA,NA,NA,683,739,689,679,678,692
NA,NA,NA,683,692,703,700,681,695
NA,NA,NA,681,689,597,703,699,710
NA,NA,NA,688,681,706,693,690,697
NA,NA,NA,678,680,696,704,699,701
NA,NA,NA,697,695,699,715,686,696
NA,NA,NA,696,696,701,699,688,717
NA,NA,NA,677,686,704,692,686,695
NA,NA,NA,688,705,732,687,685,693
NA,NA,NA,701,682,707,690,687,699
NA,NA,NA,688,682,686,686,702,693
NA,NA,NA,697,682,706,680,697,700
NA,NA,NA,700,702,723,701,687,713
NA,NA,NA,688,700,699,682,694,716
NA,NA,NA,683,698,721,697,699,691
NA,NA,NA,699,705,710,712,682,697
NA,NA,NA,691,697,701,682,695,719
NA,NA,NA,707,690,703,699,704,704
NA,NA,NA,694,691,714,708,696,702
NA,NA,NA,692,709,705,701,692,693
NA,NA,NA,706,690,718,712,696,712
NA,NA,NA,682,710,705,703,684,703
NA,NA,NA,695,700,693,687,699,716
NA,NA,NA,696,684,705,691,692,708
NA,NA,NA,687,745,709,709,687,705
NA,NA,NA,695,695,694,690,691,704
NA,NA,NA,677,682,709,683,687,703
NA,NA,NA,720,681,720,675,695,728
NA,NA,NA,677,685,681,681,691,692
NA,NA,NA,701,704,706,690,678,705
NA,NA,NA,672,733,712,683,692,703
NA,NA,NA,694,691,711,687,691,730
NA,NA,NA,681,701,697,695,683,687
NA,NA,NA,695,683,706,675,721,705
NA,NA,NA,701,700,685,684,691,707
NA,NA,NA,702,693,711,700,697,699
NA,NA,NA,689,686,720,731,678,705
NA,NA,NA,688,702,705,679,687,699
NA,NA,NA,686,698,781,731,691,700
NA,NA,NA,681,698,706,705,668,697
NA,NA,NA,700,686,725,685,691,709
NA,NA,NA,694,694,707,682,680,702
NA,NA,NA,701,689,697,678,678,487
NA,NA,NA,693,679,706,691,698,697
NA,NA,NA,679,682,703,698,696,702
NA,NA,NA,683,692,708,689,683,689
NA,NA,NA,710,700,696,706,697,710
NA,NA,NA,706,691,713,698,685,716
NA,NA,NA,680,694,687,700,680,711
NA,NA,NA,683,694,706,700,695,699
NA,NA,NA,701,687,744,696,716,707
NA,NA,NA,708,681,592,687,677,703
NA,NA,NA,680,680,697,718,680,700
NA,NA,NA,700,702,694,692,680,700
NA,NA,NA,691,724,700,705,697,687
NA,NA,NA,687,675,694,681,682,715
NA,NA,NA,687,680,711,675,697,699
NA,NA,NA,682,649,703,708,684,715
NA,NA,NA,698,707,705,708,700,707
NA,NA,NA,676,674,716,682,694,696
NA,NA,NA,679,595,696,681,693,704
NA,NA,NA,681,682,708,703,681,692
NA,NA,NA,692,684,708,685,688,705
NA,NA,NA,678,692,711,676,698,705
NA,NA,NA,677,708,683,708,699,739
NA,NA,NA,692,687,707,703,700,696
NA,NA,NA,689,728,702,694,697,705
NA,NA,NA,682,707,705,703,697,701
NA,NA,NA,713,695,695,703,693,689
NA,NA,NA,689,718,699,705,683,672
NA,NA,NA,690,684,697,691,671,700
NA,NA,NA,694,689,693,687,680,700
NA,NA,NA,703,690,696,707,698,717
NA,NA,NA,710,681,717,692,681,700
NA,NA,NA,687,679,717,677,690,691
NA,NA,NA,684,688,707,721,677,698
NA,NA,NA,734,686,716,692,673,679
NA,NA,NA,694,727,706,605,711,705
NA,NA,NA,696,706,695,685,678,710
NA,NA,NA,707,712,687,694,685,707
NA,NA,NA,701,696,713,693,694,707
NA,NA,NA,679,700,696,679,693,704
NA,NA,NA,695,683,728,697,689,710
NA,NA,NA,679,706,704,701,685,698
NA,NA,NA,678,710,705,685,691,692
NA,NA,NA,692,700,712,694,687,707
NA,NA,NA,690,687,747,707,698,687
NA,NA,NA,680,689,718,699,700,695
NA,NA,NA,686,700,704,708,688,690
NA,NA,NA,702,687,702,686,686,696
NA,NA,NA,700,687,703,691,689,743
NA,NA,NA,687,704,709,677,682,700
NA,NA,NA,690,731,695,686,701,709
NA,NA,NA,704,700,719,720,692,693
NA,NA,NA,691,714,704,689,692,689
NA,NA,NA,691,684,709,695,697,687
NA,NA,NA,706,693,704,682,693,720
NA,NA,NA,678,680,711,698,697,710
NA,NA,NA,710,699,698,718,700,704
NA,NA,NA,699,689,711,687,576,711
NA,NA,NA,690,708,709,694,685,711
NA,NA,NA,696,704,712,702,699,712
NA,NA,NA,686,681,706,740,678,691
NA,NA,NA,672,700,720,690,687,700
NA,NA,NA,681,706,706,703,676,704
NA,NA,NA,713,696,695,682,690,742
NA,NA,NA,711,694,698,682,715,695
NA,NA,NA,683,688,707,690,690,691
NA,NA,NA,708,678,706,686,683,700
NA,NA,NA,699,696,722,689,679,699
NA,NA,NA,700,683,693,684,675,698
NA,NA,NA,679,697,691,679,701,690
NA,NA,NA,677,675,713,676,694,714
NA,NA,NA,688,688,687,679,693,696
NA,NA,NA,692,683,705,677,681,703
NA,NA,NA,715,683,712,684,695,697
NA,NA,NA,684,700,693,684,706,694
NA,NA,NA,696,692,689,696,684,688
NA,NA,NA,694,681,715,698,686,696
NA,NA,NA,681,687,701,706,715,691
NA,NA,NA,689,709,686,695,688,706
NA,NA,NA,705,682,758,706,689,572
NA,NA,NA,742,689,692,711,699,709
NA,NA,NA,686,706,700,682,694,706
NA,NA,NA,699,719,699,680,689,712
NA,NA,NA,707,685,706,681,706,698
NA,NA,NA,704,682,708,708,691,699
NA,NA,NA,697,683,697,681,689,712
NA,NA,NA,674,723,701,678,682,714
NA,NA,NA,698,693,698,741,691,702
NA,NA,NA,707,682,689,706,676,689
NA,NA,NA,680,682,697,709,684,708
NA,NA,NA,687,690,699,687,694,707
NA,NA,NA,710,686,707,699,687,711
NA,NA,NA,692,710,730,679,679,712
NA,NA,NA,686,693,719,683,706,706
NA,NA,NA,680,703,695,697,688,750
NA,NA,NA,695,685,702,698,681,695
NA,NA,NA,706,684,706,711,687,710
NA,NA,NA,687,704,709,694,693,701
NA,NA,NA,689,715,696,690,686,712
NA,NA,NA,690,689,710,683,682,691
NA,NA,NA,703,751,715,688,698,688
NA,NA,NA,700,684,700,710,690,695
NA,NA,NA,687,683,701,703,681,706
NA,NA,NA,695,686,712,703,684,758
NA,NA,NA,678,700,711,676,678,699
NA,NA,NA,710,705,685,702,691,711
NA,NA,NA,703,697,711,698,696,700
NA,NA,NA,694,680,708,673,678,687
NA,NA,NA,693,683,713,699,701,693
NA,NA,NA,689,693,692,678,687,705
NA,NA,NA,678,687,703,705,696,701
NA,NA,NA,685,710,715,678,678,696
NA,NA,NA,705,708,708,709,690,721
NA,NA,NA,694,764,698,682,683,696
NA,NA,NA,692,729,699,678,698,694
NA,NA,NA,692,699,712,694,721,709
NA,NA,NA,685,686,713,688,680,491
NA,NA,NA,691,679,698,677,693,692
NA,NA,NA,685,681,700,718,709,699
NA,NA,NA,701,689,710,676,701,692
NA,NA,NA,694,683,721,696,674,703
NA,NA,NA,678,691,713,697,690,687
NA,NA,NA,708,683,704,684,676,702
NA,NA,NA,682,702,705,725,700,696
NA,NA,NA,680,685,702,707,678,710
NA,NA,NA,689,677,708,675,688,691
NA,NA,NA,692,697,704,685,689,693
NA,NA,NA,708,767,715,682,694,705
NA,NA,NA,699,700,705,699,674,737
NA,NA,NA,692,682,711,686,678,696
NA,NA,NA,696,702,692,687,678,707
NA,NA,NA,692,805,717,747,679,697
NA,NA,NA,678,707,701,606,691,712
NA,NA,NA,677,697,689,709,677,694
NA,NA,NA,701,687,594,700,697,692
NA,NA,NA,685,686,712,685,713,708
NA,NA,NA,700,703,705,716,676,688
NA,NA,NA,707,714,728,682,704,700
NA,NA,NA,711,709,707,700,686,693
NA,NA,NA,685,668,688,699,705,706
NA,NA,NA,686,681,688,745,677,701
NA,NA,NA,692,687,708,705,698,768
NA,NA,NA,692,676,699,682,689,699
NA,NA,NA,691,689,718,695,681,697
NA,NA,NA,681,707,711,684,676,711
NA,NA,NA,695,674,718,681,679,707
NA,NA,NA,696,680,706,685,774,695
NA,NA,NA,700,686,686,743,690,691
NA,NA,NA,690,687,688,728,679,696
NA,NA,NA,692,695,715,719,696,694
NA,NA,NA,704,700,711,710,688,687
NA,NA,NA,715,678,703,716,683,703
NA,NA,NA,700,698,706,703,695,696
NA,NA,NA,683,693,712,681,705,703
NA,NA,NA,691,701,716,719,693,692
NA,NA,NA,679,702,710,681,704,698
NA,NA,NA,697,698,701,690,694,711
NA,NA,NA,683,696,709,693,700,718
NA,NA,NA,689,691,698,702,704,686
NA,NA,NA,682,727,703,699,685,710
NA,NA,NA,679,683,712,702,692,692
NA,NA,NA,683,682,701,708,695,691
NA,NA,NA,682,679,705,701,687,697
NA,NA,NA,710,701,709,714,679,704
NA,NA,NA,684,681,717,687,682,699
NA,NA,NA,786,695,684,685,698,707
NA,NA,NA,696,684,701,695,678,708
NA,NA,NA,686,686,491,706,681,700
NA,NA,NA,669,744,705,685,709,712
NA,NA,NA,687,688,693,697,706,688
NA,NA,NA,694,681,702,683,691,709
NA,NA,NA,695,702,708,695,681,697
NA,NA,NA,684,694,699,704,696,689
NA,NA,NA,677,703,687,699,680,697
NA,NA,NA,682,688,692,700,689,703
NA,NA,NA,707,687,701,680,696,493
NA,NA,NA,711,684,689,684,696,698
NA,NA,NA,698,678,711,703,699,702
NA,NA,NA,683,679,702,685,691,706
NA,NA,NA,681,678,714,703,679,691
NA,NA,NA,703,709,695,673,695,716
NA,NA,NA,680,701,713,709,678,694
NA,NA,NA,700,690,721,685,707,685
NA,NA,NA,709,679,695,695,688,710
NA,NA,NA,690,683,734,679,697,706
NA,NA,NA,703,699,691,677,705,699
NA,NA,NA,682,691,711,695,686,688
NA,NA,NA,697,696,687,705,696,709
NA,NA,NA,712,685,722,715,683,698
NA,NA,NA,680,711,690,688,679,712
NA,NA,NA,722,704,700,701,696,696
NA,NA,NA,683,692,712,700,700,705
NA,NA,NA,696,676,706,726,683,684
NA,NA,NA,696,688,708,813,695,693
NA,NA,NA,693,686,724,702,678,726
NA,NA,NA,711,683,705,693,686,697
NA,NA,NA,678,694,704,749,737,696
NA,NA,NA,702,683,708,685,691,721
NA,NA,NA,676,703,707,697,692,698
NA,NA,NA,706,683,740,688,699,706
NA,NA,NA,692,677,719,693,703,708
NA,NA,NA,689,690,697,699,678,718
NA,NA,NA,678,699,688,683,694,707
NA,NA,NA,682,675,709,688,724,705
NA,NA,NA,695,694,716,686,681,708
NA,NA,NA,689,721,712,639,698,705
NA,NA,NA,689,817,694,677,704,715
NA,NA,NA,706,679,692,706,688,697
NA,NA,NA,703,705,723,702,685,708
NA,NA,NA,709,698,707,689,699,721
NA,NA,NA,698,680,710,680,689,704
NA,NA,NA,691,691,703,696,715,693
NA,NA,NA,676,677,703,678,682,697
NA,NA,NA,686,707,693,688,685,702
NA,NA,NA,725,717,701,695,692,703
NA,NA,NA,693,696,678,688,690,714
NA,NA,NA,708,682,714,690,676,702
NA,NA,NA,707,704,713,692,694,691
NA,NA,NA,708,695,702,679,688,709
NA,NA,NA,684,688,692,690,678,692
NA,NA,NA,684,684,694,720,711,693
NA,NA,NA,675,695,693,784,692,695
NA,NA,NA,682,691,714,712,684,700
NA,NA,NA,688,697,714,703,699,695
NA,NA,NA,685,697,694,703,686,686
NA,NA,NA,683,690,698,690,704,708
NA,NA,NA,683,685,699,714,680,697
NA,NA,NA,688,687,708,686,690,704
NA,NA,NA,697,679,693,693,674,705
NA,NA,NA,681,688,716,700,710,704
NA,NA,NA,679,703,705,700,697,717
NA,NA,NA,702,702,690,678,673,714
NA,NA,NA,690,687,689,695,684,680
NA,NA,NA,687,736,702,687,696,708
NA,NA,NA,688,687,706,694,699,692
NA,NA,NA,697,678,698,689,687,701
NA,NA,NA,684,680,701,712,692,696
NA,NA,NA,684,684,700,701,695,709
NA,NA,NA,690,679,693,680,679,709
NA,NA,NA,685,702,702,685,687,691
NA,NA,NA,696,679,696,682,680,697
NA,NA,NA,678,686,692,716,681,686
NA,NA,NA,707,705,699,682,685,696
NA,NA,NA,679,694,706,709,691,705
NA,NA,NA,686,692,711,708,684,691
NA,NA,NA,693,698,704,692,717,711
NA,NA,NA,690,683,699,683,679,718
NA,NA,NA,673,691,702,685,699,699
NA,NA,NA,692,682,710,691,690,720
NA,NA,NA,693,681,691,694,686,718
NA,NA,NA,704,703,712,676,693,693
NA,NA,NA,713,682,704,682,679,696
NA,NA,NA,694,689,703,695,692,689
NA,NA,NA,721,693,697,689,691,697
NA,NA,NA,718,698,702,675,686,697
NA,NA,NA,685,688,717,684,675,714
NA,NA,NA,688,681,695,705,691,706
NA,NA,NA,697,688,698,710,697,690
NA,NA,NA,675,685,702,696,706,700
NA,NA,NA,685,704,700,688,699,713
NA,NA,NA,675,696,698,677,689,689
NA,NA,NA,683,680,718,691,678,690
NA,NA,NA,682,720,709,690,679,694
NA,NA,NA,684,700,714,690,685,710
NA,NA,NA,695,677,698,708,682,707
NA,NA,NA,678,682,713,574,689,701
NA,NA,NA,678,674,706,682,678,704
NA,NA,NA,695,694,713,684,684,702
NA,NA,NA,700,681,701,696,690,701
NA,NA,NA,681,696,711,693,676,699
NA,NA,NA,689,690,695,681,689,695
NA,NA,NA,681,683,707,708,702,687
NA,NA,NA,694,759,690,716,680,700
NA,NA,NA,677,705,725,708,705,697
NA,NA,NA,691,734,703,698,682,796
NA,NA,NA,695,704,715,697,672,704
NA,NA,NA,701,679,712,685,694,703
NA,NA,NA,691,678,693,685,711,705
NA,NA,NA,709,699,700,708,699,692
NA,NA,NA,689,680,710,701,684,693
NA,NA,NA,681,688,691,684,689,704
NA,NA,NA,696,697,709,659,684,708
NA,NA,NA,687,692,701,677,678,692
NA,NA,NA,725,690,715,690,710,701
NA,NA,NA,679,685,696,681,688,701
NA,NA,NA,696,705,699,686,685,696
NA,NA,NA,682,701,708,702,682,693
NA,NA,NA,723,702,699,847,682,699
NA,NA,NA,684,680,714,679,681,694
NA,NA,NA,710,716,698,686,679,713
NA,NA,NA,672,822,704,688,684,730
NA,NA,NA,680,688,714,697,687,691
NA,NA,NA,685,709,692,680,691,712
NA,NA,NA,678,685,707,678,697,707
NA,NA,NA,685,707,709,702,697,707
NA,NA,NA,720,684,708,704,707,708
NA,NA,NA,706,702,691,682,690,710
NA,NA,NA,703,676,713,677,698,720
NA,NA,NA,700,699,730,711,691,694
NA,NA,NA,688,688,705,700,678,702
NA,NA,NA,683,691,717,686,678,700
NA,NA,NA,697,697,696,697,683,700
NA,NA,NA,700,676,699,680,677,715
NA,NA,NA,678,688,693,689,688,699
NA,NA,NA,688,690,713,678,684,693
NA,NA,NA,711,687,707,708,678,719
NA,NA,NA,698,698,703,706,693,711
NA,NA,NA,685,684,714,714,679,688
NA,NA,NA,701,711,702,699,677,700
NA,NA,NA,683,696,698,679,679,696
NA,NA,NA,694,706,689,681,685,693
NA,NA,NA,690,691,702,691,690,703
NA,NA,NA,698,677,708,689,686,704
NA,NA,NA,705,687,698,678,680,694
NA,NA,NA,677,680,713,702,701,696
NA,NA,NA,688,695,700,696,680,688
NA,NA,NA,705,697,702,685,688,699
NA,NA,NA,674,688,712,707,672,705
NA,NA,NA,680,705,701,691,698,718
NA,NA,NA,682,677,689,684,694,828
NA,NA,NA,678,725,691,678,680,697
NA,NA,NA,695,689,701,695,683,687
